,timeperiod,gt_date,Material,SubLotItemId,ComponentName,P100MOD_Lower_Spec,P100MOD_Upper_Spec,P100MOD_Actual,P10MOD_Lower_Spec,P10MOD_Upper_Spec,P10MOD_Actual,P300MOD_Lower_Spec,P300MOD_Upper_Spec,P300MOD_Actual,PDISP30X_Lower_Spec,PDISP30X_Upper_Spec,PDISP30X_Actual,PEB_Lower_Spec,PEB_Upper_Spec,PEB_Actual,PHARD_Lower_Spec,PHARD_Upper_Spec,PHARD_Actual,PMDRMH_Lower_Spec,PMDRMH_Upper_Spec,PMDRMH_Actual,PMDRML_Lower_Spec,PMDRML_Upper_Spec,PMDRML_Actual,PMDRT10_Lower_Spec,PMDRT10_Upper_Spec,PMDRT10_Actual,PMDRT2_Lower_Spec,PMDRT2_Upper_Spec,PMDRT2_Actual,PMDRT50_Lower_Spec,PMDRT50_Upper_Spec,PMDRT50_Actual,PMDRT90_Lower_Spec,PMDRT90_Upper_Spec,PMDRT90_Actual,PMIV_Lower_Spec,PMIV_Upper_Spec,PMIV_Actual,PML4_Lower_Spec,PML4_Upper_Spec,PML4_Actual,PMV_Lower_Spec,PMV_Upper_Spec,PMV_Actual,PRBRESIL_Lower_Spec,PRBRESIL_Upper_Spec,PRBRESIL_Actual,PSPGR_Lower_Spec,PSPGR_Upper_Spec,PSPGR_Actual,PT35_Lower_Spec,PT35_Upper_Spec,PT35_Actual,PT5_Lower_Spec,PT5_Upper_Spec,PT5_Actual,PTENSTG_Lower_Spec,PTENSTG_Upper_Spec,PTENSTG_Actual,BanburySubLotBarcode,BanburyMaterialCode
4094,Not Applicable,08-04-2022,2156016WSTA1TL-MCB,4L4220224222105,Cap,,,,,,,,,,,,,,,,,,,12,16,14.12,12,4,2.27,1,4,0.66,1,3,0.75,1,3,0.97,1.4,1.8,1.53,,,,,,,,,,46.5,52.5,49.7,1.144,1.164,1.15,,,,,,,,,,4L4220224222105,35046FB
4095,Not Applicable,08-04-2022,2156016WSTA1TL-MCB,4L4220224222105,Cap,,,,,,,,,,,,,,,,,,,12,16,14.12,12,4,2.27,1,4,0.66,1,3,0.75,1,3,0.97,1.4,1.8,1.53,,,,,,,,,,46.5,52.5,49.7,1.144,1.164,1.15,,,,,,,,,,4L4220224222105,35046FB
4096,Not Applicable,08-04-2022,2156016WSTA1TL-MCB,4L4220224222105,Cap,,,,,,,,,,,,,,,,,,,12,16,14.12,12,4,2.27,1,4,0.66,1,3,0.75,1,3,0.97,1.4,1.8,1.53,,,,,,,,,,46.5,52.5,49.7,1.144,1.164,1.15,,,,,,,,,,4L4220224222105,35046FB
4097,Not Applicable,08-04-2022,2156016WSTA1TL-MCB,4L4220224222105,Cap,,,,,,,,,,,,,,,,,,,12,16,14.12,12,4,2.27,1,4,0.66,1,3,0.75,1,3,0.97,1.4,1.8,1.53,,,,,,,,,,46.5,52.5,49.7,1.144,1.164,1.15,,,,,,,,,,4L4220224222105,35046FB
4123,Not Applicable,06-04-2022,2156016WSTA1-VMSRC,4L422022445398,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,9.87,8.5,,,,,,,,,,,,1.2,1.44,1.37,,,,,,,,,,,,,1.087,1.107,1.101,,,,,,,,,,4L422022445398,A2236FB
4124,Not Applicable,06-04-2022,2156016WSTA1-VMSRC,4L422022445398,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,9.87,8.5,,,,,,,,,,,,1.2,1.44,1.37,,,,,,,,,,,,,1.087,1.107,1.101,,,,,,,,,,4L422022445398,A2236FB
4125,Not Applicable,06-04-2022,2156016WSTA1-VMSRC,4L422022445398,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,9.87,8.5,,,,,,,,,,,,1.2,1.44,1.37,,,,,,,,,,,,,1.087,1.107,1.101,,,,,,,,,,4L422022445398,A2236FB
4126,Not Applicable,07-04-2022,2156016WSTA1-VMSRC,4L422022445398,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,9.87,8.5,,,,,,,,,,,,1.2,1.44,1.37,,,,,,,,,,,,,1.087,1.107,1.101,,,,,,,,,,4L422022445398,A2236FB
4127,Not Applicable,07-04-2022,2156016WSTA1-VMSRC,4L422022445398,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,9.87,8.5,,,,,,,,,,,,1.2,1.44,1.37,,,,,,,,,,,,,1.087,1.107,1.101,,,,,,,,,,4L422022445398,A2236FB
4128,Not Applicable,07-04-2022,2156016WSTA1-VMSRC,4L422022445398,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,9.87,8.5,,,,,,,,,,,,1.2,1.44,1.37,,,,,,,,,,,,,1.087,1.107,1.101,,,,,,,,,,4L422022445398,A2236FB
4129,Not Applicable,08-04-2022,2156016WSTA1-VMSRC,4L422022445398,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,9.87,8.5,,,,,,,,,,,,1.2,1.44,1.37,,,,,,,,,,,,,1.087,1.107,1.101,,,,,,,,,,4L422022445398,A2236FB
4130,Not Applicable,08-04-2022,2156016WSTA1-VMSRC,4L422022445398,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,9.87,8.5,,,,,,,,,,,,1.2,1.44,1.37,,,,,,,,,,,,,1.087,1.107,1.101,,,,,,,,,,4L422022445398,A2236FB
4131,Not Applicable,08-04-2022,2156016WSTA1-VMSRC,4L422022445398,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,9.87,8.5,,,,,,,,,,,,1.2,1.44,1.37,,,,,,,,,,,,,1.087,1.107,1.101,,,,,,,,,,4L422022445398,A2236FB
4132,Not Applicable,06-04-2022,2156016WSTA1-VMSRC,4L4220224444430,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,9.48,8.5,,,,,,,,,,,,1.2,1.44,1.4,,,,,,,,,,,,,1.087,1.107,1.1,,,,,,,,,,4L4220224444430,A2236FB
4133,Not Applicable,06-04-2022,2156016WSTA1-VMSRC,4L4220224444430,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,9.48,8.5,,,,,,,,,,,,1.2,1.44,1.4,,,,,,,,,,,,,1.087,1.107,1.1,,,,,,,,,,4L4220224444430,A2236FB
4134,Not Applicable,06-04-2022,2156016WSTA1-VMSRC,4L4220224444430,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,9.48,8.5,,,,,,,,,,,,1.2,1.44,1.4,,,,,,,,,,,,,1.087,1.107,1.1,,,,,,,,,,4L4220224444430,A2236FB
4135,Not Applicable,07-04-2022,2156016WSTA1-VMSRC,4L4220224444430,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,9.48,8.5,,,,,,,,,,,,1.2,1.44,1.4,,,,,,,,,,,,,1.087,1.107,1.1,,,,,,,,,,4L4220224444430,A2236FB
4136,Not Applicable,07-04-2022,2156016WSTA1-VMSRC,4L4220224444430,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,9.48,8.5,,,,,,,,,,,,1.2,1.44,1.4,,,,,,,,,,,,,1.087,1.107,1.1,,,,,,,,,,4L4220224444430,A2236FB
4137,Not Applicable,07-04-2022,2156016WSTA1-VMSRC,4L4220224444430,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,9.48,8.5,,,,,,,,,,,,1.2,1.44,1.4,,,,,,,,,,,,,1.087,1.107,1.1,,,,,,,,,,4L4220224444430,A2236FB
4138,Not Applicable,08-04-2022,2156016WSTA1-VMSRC,4L4220224444430,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,9.48,8.5,,,,,,,,,,,,1.2,1.44,1.4,,,,,,,,,,,,,1.087,1.107,1.1,,,,,,,,,,4L4220224444430,A2236FB
4139,Not Applicable,08-04-2022,2156016WSTA1-VMSRC,4L4220224444430,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,9.48,8.5,,,,,,,,,,,,1.2,1.44,1.4,,,,,,,,,,,,,1.087,1.107,1.1,,,,,,,,,,4L4220224444430,A2236FB
4140,Not Applicable,08-04-2022,2156016WSTA1-VMSRC,4L4220224444430,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,9.48,8.5,,,,,,,,,,,,1.2,1.44,1.4,,,,,,,,,,,,,1.087,1.107,1.1,,,,,,,,,,4L4220224444430,A2236FB
4159,Not Applicable,06-04-2022,2156016WSTA1TL-MCB,4L42202242214651,Cap,340,540,372.109,90,131,95.7319,1200,1700,1249.69,,,,430,580,528.084,,,,12,16,14.44,12,4,2.29,1,4,0.65,1,3,0.73,1,3,0.96,1.4,1.8,1.51,1,3,69.1,,,,48,58,51.9,46.5,52.5,49.67,1.144,1.164,1.147,13.5,18.5,16.73,10.5,14.5,13.37,2450,3250,2546.53,4L42202242214651,35046FB
4160,Not Applicable,06-04-2022,2156016WSTA1TL-MCB,4L42202242214651,Cap,340,540,372.109,90,131,95.7319,1200,1700,1249.69,,,,430,580,528.084,,,,12,16,14.44,12,4,2.29,1,4,0.65,1,3,0.73,1,3,0.96,1.4,1.8,1.51,1,3,69.1,,,,48,58,51.9,46.5,52.5,49.67,1.144,1.164,1.147,13.5,18.5,16.73,10.5,14.5,13.37,2450,3250,2546.53,4L42202242214651,35046FB
4161,Not Applicable,06-04-2022,2156016WSTA1TL-MCB,4L42202242214651,Cap,340,540,372.109,90,131,95.7319,1200,1700,1249.69,,,,430,580,528.084,,,,12,16,14.44,12,4,2.29,1,4,0.65,1,3,0.73,1,3,0.96,1.4,1.8,1.51,1,3,69.1,,,,48,58,51.9,46.5,52.5,49.67,1.144,1.164,1.147,13.5,18.5,16.73,10.5,14.5,13.37,2450,3250,2546.53,4L42202242214651,35046FB
4162,Not Applicable,06-04-2022,2156016WSTA1TL-MCB,4L42202242214651,Cap,340,540,372.109,90,131,95.7319,1200,1700,1249.69,,,,430,580,528.084,,,,12,16,14.44,12,4,2.29,1,4,0.65,1,3,0.73,1,3,0.96,1.4,1.8,1.51,1,3,69.1,,,,48,58,51.9,46.5,52.5,49.67,1.144,1.164,1.147,13.5,18.5,16.73,10.5,14.5,13.37,2450,3250,2546.53,4L42202242214651,35046FB
4163,Not Applicable,06-04-2022,2156016WSTA1TL-MCB,4L42202242214651,Cap,340,540,372.109,90,131,95.7319,1200,1700,1249.69,,,,430,580,528.084,,,,12,16,14.44,12,4,2.29,1,4,0.65,1,3,0.73,1,3,0.96,1.4,1.8,1.51,1,3,69.1,,,,48,58,51.9,46.5,52.5,49.67,1.144,1.164,1.147,13.5,18.5,16.73,10.5,14.5,13.37,2450,3250,2546.53,4L42202242214651,35046FB
4164,Not Applicable,07-04-2022,2156016WSTA1TL-MCB,4L42202242214651,Cap,340,540,372.109,90,131,95.7319,1200,1700,1249.69,,,,430,580,528.084,,,,12,16,14.44,12,4,2.29,1,4,0.65,1,3,0.73,1,3,0.96,1.4,1.8,1.51,1,3,69.1,,,,48,58,51.9,46.5,52.5,49.67,1.144,1.164,1.147,13.5,18.5,16.73,10.5,14.5,13.37,2450,3250,2546.53,4L42202242214651,35046FB
4165,Not Applicable,07-04-2022,2156016WSTA1TL-MCB,4L42202242214651,Cap,340,540,372.109,90,131,95.7319,1200,1700,1249.69,,,,430,580,528.084,,,,12,16,14.44,12,4,2.29,1,4,0.65,1,3,0.73,1,3,0.96,1.4,1.8,1.51,1,3,69.1,,,,48,58,51.9,46.5,52.5,49.67,1.144,1.164,1.147,13.5,18.5,16.73,10.5,14.5,13.37,2450,3250,2546.53,4L42202242214651,35046FB
4166,Not Applicable,07-04-2022,2156016WSTA1TL-MCB,4L42202242214651,Cap,340,540,372.109,90,131,95.7319,1200,1700,1249.69,,,,430,580,528.084,,,,12,16,14.44,12,4,2.29,1,4,0.65,1,3,0.73,1,3,0.96,1.4,1.8,1.51,1,3,69.1,,,,48,58,51.9,46.5,52.5,49.67,1.144,1.164,1.147,13.5,18.5,16.73,10.5,14.5,13.37,2450,3250,2546.53,4L42202242214651,35046FB
4167,Not Applicable,07-04-2022,2156016WSTA1TL-MCB,4L42202242214651,Cap,340,540,372.109,90,131,95.7319,1200,1700,1249.69,,,,430,580,528.084,,,,12,16,14.44,12,4,2.29,1,4,0.65,1,3,0.73,1,3,0.96,1.4,1.8,1.51,1,3,69.1,,,,48,58,51.9,46.5,52.5,49.67,1.144,1.164,1.147,13.5,18.5,16.73,10.5,14.5,13.37,2450,3250,2546.53,4L42202242214651,35046FB
4168,Not Applicable,07-04-2022,2156016WSTA1TL-MCB,4L42202242214651,Cap,340,540,372.109,90,131,95.7319,1200,1700,1249.69,,,,430,580,528.084,,,,12,16,14.44,12,4,2.29,1,4,0.65,1,3,0.73,1,3,0.96,1.4,1.8,1.51,1,3,69.1,,,,48,58,51.9,46.5,52.5,49.67,1.144,1.164,1.147,13.5,18.5,16.73,10.5,14.5,13.37,2450,3250,2546.53,4L42202242214651,35046FB
4169,Not Applicable,06-04-2022,2156016WSTTL-VL,4L422022431911,IL,,,,,,,,,,,,,,,,,,,4.8,7.2,6.46,4.8,3,1.56,1,3,0.5,1,3,1.02,1,3,1.16,1.9,2.7,2.19,,,,,,,,,,,,,,,,,,,,,,,,,4L422022431911,21527FB
4170,Not Applicable,06-04-2022,2156016WSTTL-VL,4L422022431911,IL,,,,,,,,,,,,,,,,,,,4.8,7.2,6.46,4.8,3,1.56,1,3,0.5,1,3,1.02,1,3,1.16,1.9,2.7,2.19,,,,,,,,,,,,,,,,,,,,,,,,,4L422022431911,21527FB
4171,Not Applicable,06-04-2022,2156016WSTTL-VL,4L422022431911,IL,,,,,,,,,,,,,,,,,,,4.8,7.2,6.46,4.8,3,1.56,1,3,0.5,1,3,1.02,1,3,1.16,1.9,2.7,2.19,,,,,,,,,,,,,,,,,,,,,,,,,4L422022431911,21527FB
4172,Not Applicable,06-04-2022,2156016WSTTL-VL,4L422022431911,IL,,,,,,,,,,,,,,,,,,,4.8,7.2,6.46,4.8,3,1.56,1,3,0.5,1,3,1.02,1,3,1.16,1.9,2.7,2.19,,,,,,,,,,,,,,,,,,,,,,,,,4L422022431911,21527FB
4173,Not Applicable,06-04-2022,2156016WSTTL-VL,4L422022431911,IL,,,,,,,,,,,,,,,,,,,4.8,7.2,6.46,4.8,3,1.56,1,3,0.5,1,3,1.02,1,3,1.16,1.9,2.7,2.19,,,,,,,,,,,,,,,,,,,,,,,,,4L422022431911,21527FB
4174,Not Applicable,06-04-2022,2156016WSTA1-VMSRC,4L42202243225017,Sidewall,,,,,,,,,,,,,,,,,,,20.5,25.5,23.72,20.5,3,2.69,1,3,0.55,1,3,0.54,1,3,0.9,1.02,1.38,1.22,1,3,69,,,,50,60,52.9,,,,1.146,1.166,1.147,14.5,18.5,15.31,11,15,12.28,,,,4L42202243225017,16757FB
4175,Not Applicable,06-04-2022,2156016WSTA1-VMSRC,4L42202243225017,Sidewall,,,,,,,,,,,,,,,,,,,20.5,25.5,23.72,20.5,3,2.69,1,3,0.55,1,3,0.54,1,3,0.9,1.02,1.38,1.22,1,3,69,,,,50,60,52.9,,,,1.146,1.166,1.147,14.5,18.5,15.31,11,15,12.28,,,,4L42202243225017,16757FB
4176,Not Applicable,06-04-2022,2156016WSTA1-VMSRC,4L42202243225017,Sidewall,,,,,,,,,,,,,,,,,,,20.5,25.5,23.72,20.5,3,2.69,1,3,0.55,1,3,0.54,1,3,0.9,1.02,1.38,1.22,1,3,69,,,,50,60,52.9,,,,1.146,1.166,1.147,14.5,18.5,15.31,11,15,12.28,,,,4L42202243225017,16757FB
4177,Not Applicable,06-04-2022,2156016WSTA1-VMSRC,4L42202243225017,Sidewall,,,,,,,,,,,,,,,,,,,20.5,25.5,23.72,20.5,3,2.69,1,3,0.55,1,3,0.54,1,3,0.9,1.02,1.38,1.22,1,3,69,,,,50,60,52.9,,,,1.146,1.166,1.147,14.5,18.5,15.31,11,15,12.28,,,,4L42202243225017,16757FB
4178,Not Applicable,07-04-2022,2156016WSTA1-VMSRC,4L42202243225017,Sidewall,,,,,,,,,,,,,,,,,,,20.5,25.5,23.72,20.5,3,2.69,1,3,0.55,1,3,0.54,1,3,0.9,1.02,1.38,1.22,1,3,69,,,,50,60,52.9,,,,1.146,1.166,1.147,14.5,18.5,15.31,11,15,12.28,,,,4L42202243225017,16757FB
4179,Not Applicable,07-04-2022,2156016WSTA1-VMSRC,4L42202243225017,Sidewall,,,,,,,,,,,,,,,,,,,20.5,25.5,23.72,20.5,3,2.69,1,3,0.55,1,3,0.54,1,3,0.9,1.02,1.38,1.22,1,3,69,,,,50,60,52.9,,,,1.146,1.166,1.147,14.5,18.5,15.31,11,15,12.28,,,,4L42202243225017,16757FB
4180,Not Applicable,07-04-2022,2156016WSTA1-VMSRC,4L42202243225017,Sidewall,,,,,,,,,,,,,,,,,,,20.5,25.5,23.72,20.5,3,2.69,1,3,0.55,1,3,0.54,1,3,0.9,1.02,1.38,1.22,1,3,69,,,,50,60,52.9,,,,1.146,1.166,1.147,14.5,18.5,15.31,11,15,12.28,,,,4L42202243225017,16757FB
4181,Not Applicable,07-04-2022,2156016WSTA1-VMSRC,4L42202243225017,Sidewall,,,,,,,,,,,,,,,,,,,20.5,25.5,23.72,20.5,3,2.69,1,3,0.55,1,3,0.54,1,3,0.9,1.02,1.38,1.22,1,3,69,,,,50,60,52.9,,,,1.146,1.166,1.147,14.5,18.5,15.31,11,15,12.28,,,,4L42202243225017,16757FB
4182,Not Applicable,08-04-2022,2156016WSTA1-VMSRC,4L42202243225017,Sidewall,,,,,,,,,,,,,,,,,,,20.5,25.5,23.72,20.5,3,2.69,1,3,0.55,1,3,0.54,1,3,0.9,1.02,1.38,1.22,1,3,69,,,,50,60,52.9,,,,1.146,1.166,1.147,14.5,18.5,15.31,11,15,12.28,,,,4L42202243225017,16757FB
4183,Not Applicable,08-04-2022,2156016WSTA1-VMSRC,4L42202243225017,Sidewall,,,,,,,,,,,,,,,,,,,20.5,25.5,23.72,20.5,3,2.69,1,3,0.55,1,3,0.54,1,3,0.9,1.02,1.38,1.22,1,3,69,,,,50,60,52.9,,,,1.146,1.166,1.147,14.5,18.5,15.31,11,15,12.28,,,,4L42202243225017,16757FB
4184,Not Applicable,08-04-2022,2156016WSTA1-VMSRC,4L42202243225017,Sidewall,,,,,,,,,,,,,,,,,,,20.5,25.5,23.72,20.5,3,2.69,1,3,0.55,1,3,0.54,1,3,0.9,1.02,1.38,1.22,1,3,69,,,,50,60,52.9,,,,1.146,1.166,1.147,14.5,18.5,15.31,11,15,12.28,,,,4L42202243225017,16757FB
4185,Not Applicable,08-04-2022,2156016WSTA1-VMSRC,4L42202243225017,Sidewall,,,,,,,,,,,,,,,,,,,20.5,25.5,23.72,20.5,3,2.69,1,3,0.55,1,3,0.54,1,3,0.9,1.02,1.38,1.22,1,3,69,,,,50,60,52.9,,,,1.146,1.166,1.147,14.5,18.5,15.31,11,15,12.28,,,,4L42202243225017,16757FB
4186,Not Applicable,06-04-2022,2156016WSTTL-VL,4L4220224591055,IL,,,,,,,,,,,,,,,,,,,4.8,7.2,7.11,4.8,3,1.64,1,3,0.48,1,3,0.95,1,3,1.18,1.9,2.7,2.31,,,,,,,,,,,,,,,,,,,,,,,,,4L4220224591055,21527FB
4187,Not Applicable,06-04-2022,2156016WSTTL-VL,4L4220224591055,IL,,,,,,,,,,,,,,,,,,,4.8,7.2,7.11,4.8,3,1.64,1,3,0.48,1,3,0.95,1,3,1.18,1.9,2.7,2.31,,,,,,,,,,,,,,,,,,,,,,,,,4L4220224591055,21527FB
4188,Not Applicable,06-04-2022,2156016WSTTL-VL,4L4220224591055,IL,,,,,,,,,,,,,,,,,,,4.8,7.2,7.11,4.8,3,1.64,1,3,0.48,1,3,0.95,1,3,1.18,1.9,2.7,2.31,,,,,,,,,,,,,,,,,,,,,,,,,4L4220224591055,21527FB
4189,Not Applicable,06-04-2022,2156016WSTTL-VL,4L4220224591055,IL,,,,,,,,,,,,,,,,,,,4.8,7.2,7.11,4.8,3,1.64,1,3,0.48,1,3,0.95,1,3,1.18,1.9,2.7,2.31,,,,,,,,,,,,,,,,,,,,,,,,,4L4220224591055,21527FB
4190,Not Applicable,06-04-2022,2156016WSTTL-VL,4L4220224591055,IL,,,,,,,,,,,,,,,,,,,4.8,7.2,7.11,4.8,3,1.64,1,3,0.48,1,3,0.95,1,3,1.18,1.9,2.7,2.31,,,,,,,,,,,,,,,,,,,,,,,,,4L4220224591055,21527FB
4191,Not Applicable,06-04-2022,2156016WSTTL-VL,4L4220224591055,IL,,,,,,,,,,,,,,,,,,,4.8,7.2,7.11,4.8,3,1.64,1,3,0.48,1,3,0.95,1,3,1.18,1.9,2.7,2.31,,,,,,,,,,,,,,,,,,,,,,,,,4L4220224591055,21527FB
4192,Not Applicable,07-04-2022,2156016WSTTL-VL,4L4220224591055,IL,,,,,,,,,,,,,,,,,,,4.8,7.2,7.11,4.8,3,1.64,1,3,0.48,1,3,0.95,1,3,1.18,1.9,2.7,2.31,,,,,,,,,,,,,,,,,,,,,,,,,4L4220224591055,21527FB
4193,Not Applicable,07-04-2022,2156016WSTTL-VL,4L4220224591055,IL,,,,,,,,,,,,,,,,,,,4.8,7.2,7.11,4.8,3,1.64,1,3,0.48,1,3,0.95,1,3,1.18,1.9,2.7,2.31,,,,,,,,,,,,,,,,,,,,,,,,,4L4220224591055,21527FB
4194,Not Applicable,07-04-2022,2156016WSTTL-VL,4L4220224591055,IL,,,,,,,,,,,,,,,,,,,4.8,7.2,7.11,4.8,3,1.64,1,3,0.48,1,3,0.95,1,3,1.18,1.9,2.7,2.31,,,,,,,,,,,,,,,,,,,,,,,,,4L4220224591055,21527FB
4195,Not Applicable,07-04-2022,2156016WSTTL-VL,4L4220224591055,IL,,,,,,,,,,,,,,,,,,,4.8,7.2,7.11,4.8,3,1.64,1,3,0.48,1,3,0.95,1,3,1.18,1.9,2.7,2.31,,,,,,,,,,,,,,,,,,,,,,,,,4L4220224591055,21527FB
4196,Not Applicable,07-04-2022,2156016WSTTL-VL,4L4220224591055,IL,,,,,,,,,,,,,,,,,,,4.8,7.2,7.11,4.8,3,1.64,1,3,0.48,1,3,0.95,1,3,1.18,1.9,2.7,2.31,,,,,,,,,,,,,,,,,,,,,,,,,4L4220224591055,21527FB
4197,Not Applicable,07-04-2022,2156016WSTTL-VL,4L4220224591055,IL,,,,,,,,,,,,,,,,,,,4.8,7.2,7.11,4.8,3,1.64,1,3,0.48,1,3,0.95,1,3,1.18,1.9,2.7,2.31,,,,,,,,,,,,,,,,,,,,,,,,,4L4220224591055,21527FB
4198,Not Applicable,06-04-2022,2156016WSTTL-VL,4L42202245125024,IL,,,,,,,,,,,,,,,,,,,7.5,10.5,9.83,7.5,3,1.95,1,3,0.41,1,3,0.64,1,3,0.97,1.36,1.72,1.58,,,,,,,,,,,,,,,,,,,,,,,,,4L42202245125024,44359FB
4199,Not Applicable,06-04-2022,2156016WSTTL-VL,4L42202245125024,IL,,,,,,,,,,,,,,,,,,,7.5,10.5,9.83,7.5,3,1.95,1,3,0.41,1,3,0.64,1,3,0.97,1.36,1.72,1.58,,,,,,,,,,,,,,,,,,,,,,,,,4L42202245125024,44359FB
4200,Not Applicable,06-04-2022,2156016WSTTL-VL,4L42202245125024,IL,,,,,,,,,,,,,,,,,,,7.5,10.5,9.83,7.5,3,1.95,1,3,0.41,1,3,0.64,1,3,0.97,1.36,1.72,1.58,,,,,,,,,,,,,,,,,,,,,,,,,4L42202245125024,44359FB
4201,Not Applicable,06-04-2022,2156016WSTTL-VL,4L42202245125024,IL,,,,,,,,,,,,,,,,,,,7.5,10.5,9.83,7.5,3,1.95,1,3,0.41,1,3,0.64,1,3,0.97,1.36,1.72,1.58,,,,,,,,,,,,,,,,,,,,,,,,,4L42202245125024,44359FB
4202,Not Applicable,07-04-2022,2156016WSTTL-VL,4L42202245125024,IL,,,,,,,,,,,,,,,,,,,7.5,10.5,9.83,7.5,3,1.95,1,3,0.41,1,3,0.64,1,3,0.97,1.36,1.72,1.58,,,,,,,,,,,,,,,,,,,,,,,,,4L42202245125024,44359FB
4203,Not Applicable,07-04-2022,2156016WSTTL-VL,4L42202245125024,IL,,,,,,,,,,,,,,,,,,,7.5,10.5,9.83,7.5,3,1.95,1,3,0.41,1,3,0.64,1,3,0.97,1.36,1.72,1.58,,,,,,,,,,,,,,,,,,,,,,,,,4L42202245125024,44359FB
4204,Not Applicable,07-04-2022,2156016WSTTL-VL,4L42202245125024,IL,,,,,,,,,,,,,,,,,,,7.5,10.5,9.83,7.5,3,1.95,1,3,0.41,1,3,0.64,1,3,0.97,1.36,1.72,1.58,,,,,,,,,,,,,,,,,,,,,,,,,4L42202245125024,44359FB
4205,Not Applicable,07-04-2022,2156016WSTTL-VL,4L42202245125024,IL,,,,,,,,,,,,,,,,,,,7.5,10.5,9.83,7.5,3,1.95,1,3,0.41,1,3,0.64,1,3,0.97,1.36,1.72,1.58,,,,,,,,,,,,,,,,,,,,,,,,,4L42202245125024,44359FB
4232,Not Applicable,07-04-2022,2156016WSTA1TL-MCB,4L42202246143236,Cap,,,,,,,,,,,,,,,,,,,12,16,14.36,12,4,2.11,1,4,0.61,1,3,0.71,1,3,0.95,1.4,1.8,1.5,,,,,,,,,,46.5,52.5,49.13,1.144,1.164,1.148,,,,,,,,,,4L42202246143236,35046FB
4233,Not Applicable,07-04-2022,2156016WSTA1TL-MCB,4L42202246143236,Cap,,,,,,,,,,,,,,,,,,,12,16,14.36,12,4,2.11,1,4,0.61,1,3,0.71,1,3,0.95,1.4,1.8,1.5,,,,,,,,,,46.5,52.5,49.13,1.144,1.164,1.148,,,,,,,,,,4L42202246143236,35046FB
4234,Not Applicable,07-04-2022,2156016WSTA1TL-MCB,4L42202246143236,Cap,,,,,,,,,,,,,,,,,,,12,16,14.36,12,4,2.11,1,4,0.61,1,3,0.71,1,3,0.95,1.4,1.8,1.5,,,,,,,,,,46.5,52.5,49.13,1.144,1.164,1.148,,,,,,,,,,4L42202246143236,35046FB
4235,Not Applicable,07-04-2022,2156016WSTA1TL-MCB,4L42202246143236,Cap,,,,,,,,,,,,,,,,,,,12,16,14.36,12,4,2.11,1,4,0.61,1,3,0.71,1,3,0.95,1.4,1.8,1.5,,,,,,,,,,46.5,52.5,49.13,1.144,1.164,1.148,,,,,,,,,,4L42202246143236,35046FB
4236,Not Applicable,08-04-2022,2156016WSTA1TL-MCB,4L42202246143236,Cap,,,,,,,,,,,,,,,,,,,12,16,14.36,12,4,2.11,1,4,0.61,1,3,0.71,1,3,0.95,1.4,1.8,1.5,,,,,,,,,,46.5,52.5,49.13,1.144,1.164,1.148,,,,,,,,,,4L42202246143236,35046FB
4237,Not Applicable,08-04-2022,2156016WSTA1TL-MCB,4L42202246143236,Cap,,,,,,,,,,,,,,,,,,,12,16,14.36,12,4,2.11,1,4,0.61,1,3,0.71,1,3,0.95,1.4,1.8,1.5,,,,,,,,,,46.5,52.5,49.13,1.144,1.164,1.148,,,,,,,,,,4L42202246143236,35046FB
4238,Not Applicable,08-04-2022,2156016WSTA1TL-MCB,4L42202246143236,Cap,,,,,,,,,,,,,,,,,,,12,16,14.36,12,4,2.11,1,4,0.61,1,3,0.71,1,3,0.95,1.4,1.8,1.5,,,,,,,,,,46.5,52.5,49.13,1.144,1.164,1.148,,,,,,,,,,4L42202246143236,35046FB
4239,Not Applicable,08-04-2022,2156016WSTA1TL-MCB,4L42202246143236,Cap,,,,,,,,,,,,,,,,,,,12,16,14.36,12,4,2.11,1,4,0.61,1,3,0.71,1,3,0.95,1.4,1.8,1.5,,,,,,,,,,46.5,52.5,49.13,1.144,1.164,1.148,,,,,,,,,,4L42202246143236,35046FB
