,timeperiod,gt_date,Material,SubLotItemId,ComponentName,P100MOD_Lower_Spec,P100MOD_Upper_Spec,P100MOD_Actual,P10MOD_Lower_Spec,P10MOD_Upper_Spec,P10MOD_Actual,P300MOD_Lower_Spec,P300MOD_Upper_Spec,P300MOD_Actual,PDISP30X_Lower_Spec,PDISP30X_Upper_Spec,PDISP30X_Actual,PEB_Lower_Spec,PEB_Upper_Spec,PEB_Actual,PHARD_Lower_Spec,PHARD_Upper_Spec,PHARD_Actual,PMDRMH_Lower_Spec,PMDRMH_Upper_Spec,PMDRMH_Actual,PMDRML_Lower_Spec,PMDRML_Upper_Spec,PMDRML_Actual,PMDRT10_Lower_Spec,PMDRT10_Upper_Spec,PMDRT10_Actual,PMDRT2_Lower_Spec,PMDRT2_Upper_Spec,PMDRT2_Actual,PMDRT50_Lower_Spec,PMDRT50_Upper_Spec,PMDRT50_Actual,PMDRT90_Lower_Spec,PMDRT90_Upper_Spec,PMDRT90_Actual,PMIV_Lower_Spec,PMIV_Upper_Spec,PMIV_Actual,PML4_Lower_Spec,PML4_Upper_Spec,PML4_Actual,PMV_Lower_Spec,PMV_Upper_Spec,PMV_Actual,PRBRESIL_Lower_Spec,PRBRESIL_Upper_Spec,PRBRESIL_Actual,PSPGR_Lower_Spec,PSPGR_Upper_Spec,PSPGR_Actual,PT35_Lower_Spec,PT35_Upper_Spec,PT35_Actual,PT5_Lower_Spec,PT5_Upper_Spec,PT5_Actual,PTENSTG_Lower_Spec,PTENSTG_Upper_Spec,PTENSTG_Actual,BanburySubLotBarcode,BanburyMaterialCode
2094,Not Applicable,23-03-2022,2156016WSTA1TL-MCB,4L42202231920404,Cap,,,,,,,,,,,,,,,,,,,12,16,13.73,12,4,2.27,1,4,0.64,1,3,0.74,1,3,0.97,1.4,1.8,1.61,,,,,,,,,,46.5,52.5,50.12,1.144,1.164,1.147,,,,,,,,,,4L42202231920404,35046FB
2095,Not Applicable,23-03-2022,2156016WSTA1TL-MCB,4L42202231920404,Cap,,,,,,,,,,,,,,,,,,,12,16,13.73,12,4,2.27,1,4,0.64,1,3,0.74,1,3,0.97,1.4,1.8,1.61,,,,,,,,,,46.5,52.5,50.12,1.144,1.164,1.147,,,,,,,,,,4L42202231920404,35046FB
2096,Not Applicable,23-03-2022,2156016WSTA1TL-MCB,4L42202231920404,Cap,,,,,,,,,,,,,,,,,,,12,16,13.73,12,4,2.27,1,4,0.64,1,3,0.74,1,3,0.97,1.4,1.8,1.61,,,,,,,,,,46.5,52.5,50.12,1.144,1.164,1.147,,,,,,,,,,4L42202231920404,35046FB
2097,Not Applicable,23-03-2022,2156016WSTA1TL-MCB,4L42202231920404,Cap,,,,,,,,,,,,,,,,,,,12,16,13.73,12,4,2.27,1,4,0.64,1,3,0.74,1,3,0.97,1.4,1.8,1.61,,,,,,,,,,46.5,52.5,50.12,1.144,1.164,1.147,,,,,,,,,,4L42202231920404,35046FB
2098,Not Applicable,24-03-2022,2156016WSTA1TL-MCB,4L42202231920404,Cap,,,,,,,,,,,,,,,,,,,12,16,13.73,12,4,2.27,1,4,0.64,1,3,0.74,1,3,0.97,1.4,1.8,1.61,,,,,,,,,,46.5,52.5,50.12,1.144,1.164,1.147,,,,,,,,,,4L42202231920404,35046FB
2099,Not Applicable,24-03-2022,2156016WSTA1TL-MCB,4L42202231920404,Cap,,,,,,,,,,,,,,,,,,,12,16,13.73,12,4,2.27,1,4,0.64,1,3,0.74,1,3,0.97,1.4,1.8,1.61,,,,,,,,,,46.5,52.5,50.12,1.144,1.164,1.147,,,,,,,,,,4L42202231920404,35046FB
2100,Not Applicable,24-03-2022,2156016WSTA1TL-MCB,4L42202231920404,Cap,,,,,,,,,,,,,,,,,,,12,16,13.73,12,4,2.27,1,4,0.64,1,3,0.74,1,3,0.97,1.4,1.8,1.61,,,,,,,,,,46.5,52.5,50.12,1.144,1.164,1.147,,,,,,,,,,4L42202231920404,35046FB
2101,Not Applicable,24-03-2022,2156016WSTA1TL-MCB,4L42202231920404,Cap,,,,,,,,,,,,,,,,,,,12,16,13.73,12,4,2.27,1,4,0.64,1,3,0.74,1,3,0.97,1.4,1.8,1.61,,,,,,,,,,46.5,52.5,50.12,1.144,1.164,1.147,,,,,,,,,,4L42202231920404,35046FB
2102,Not Applicable,24-03-2022,2156016WSTA1TL-MCB,4L42202231920404,Cap,,,,,,,,,,,,,,,,,,,12,16,13.73,12,4,2.27,1,4,0.64,1,3,0.74,1,3,0.97,1.4,1.8,1.61,,,,,,,,,,46.5,52.5,50.12,1.144,1.164,1.147,,,,,,,,,,4L42202231920404,35046FB
2103,Not Applicable,24-03-2022,2156016WSTA1TL-MCB,4L42202231920404,Cap,,,,,,,,,,,,,,,,,,,12,16,13.73,12,4,2.27,1,4,0.64,1,3,0.74,1,3,0.97,1.4,1.8,1.61,,,,,,,,,,46.5,52.5,50.12,1.144,1.164,1.147,,,,,,,,,,4L42202231920404,35046FB
2104,Not Applicable,23-03-2022,2156016WSTA1TL-MCB,4L422022319203442,Cap,,,,,,,,,,,,,,,,,,,12,16,13.97,12,4,2.27,1,4,0.65,1,3,0.74,1,3,0.97,1.4,1.8,1.6,,,,,,,,,,46.5,52.5,49.55,1.144,1.164,1.15,,,,,,,,,,4L422022319203442,35046FB
2105,Not Applicable,23-03-2022,2156016WSTA1TL-MCB,4L422022319203442,Cap,,,,,,,,,,,,,,,,,,,12,16,13.97,12,4,2.27,1,4,0.65,1,3,0.74,1,3,0.97,1.4,1.8,1.6,,,,,,,,,,46.5,52.5,49.55,1.144,1.164,1.15,,,,,,,,,,4L422022319203442,35046FB
2106,Not Applicable,23-03-2022,2156016WSTA1TL-MCB,4L422022319203442,Cap,,,,,,,,,,,,,,,,,,,12,16,13.97,12,4,2.27,1,4,0.65,1,3,0.74,1,3,0.97,1.4,1.8,1.6,,,,,,,,,,46.5,52.5,49.55,1.144,1.164,1.15,,,,,,,,,,4L422022319203442,35046FB
2107,Not Applicable,23-03-2022,2156016WSTA1TL-MCB,4L422022319203442,Cap,,,,,,,,,,,,,,,,,,,12,16,13.97,12,4,2.27,1,4,0.65,1,3,0.74,1,3,0.97,1.4,1.8,1.6,,,,,,,,,,46.5,52.5,49.55,1.144,1.164,1.15,,,,,,,,,,4L422022319203442,35046FB
2108,Not Applicable,23-03-2022,2156016WSTA1TL-MCB,4L422022319203442,Cap,,,,,,,,,,,,,,,,,,,12,16,13.97,12,4,2.27,1,4,0.65,1,3,0.74,1,3,0.97,1.4,1.8,1.6,,,,,,,,,,46.5,52.5,49.55,1.144,1.164,1.15,,,,,,,,,,4L422022319203442,35046FB
2109,Not Applicable,23-03-2022,2156016WSTA1TL-MCB,4L422022319203442,Cap,,,,,,,,,,,,,,,,,,,12,16,13.97,12,4,2.27,1,4,0.65,1,3,0.74,1,3,0.97,1.4,1.8,1.6,,,,,,,,,,46.5,52.5,49.55,1.144,1.164,1.15,,,,,,,,,,4L422022319203442,35046FB
2110,Not Applicable,23-03-2022,2156016WSTA1TL-MCB,4L422022319204711,Cap,,,,,,,,,,,,,,,,,,,12,16,14.03,12,4,2.32,1,4,0.65,1,3,0.75,1,3,0.98,1.4,1.8,1.62,,,,,,,,,,46.5,52.5,49.88,1.144,1.164,1.148,,,,,,,,,,4L422022319204711,35046FB
2111,Not Applicable,23-03-2022,2156016WSTA1TL-MCB,4L422022319204711,Cap,,,,,,,,,,,,,,,,,,,12,16,14.03,12,4,2.32,1,4,0.65,1,3,0.75,1,3,0.98,1.4,1.8,1.62,,,,,,,,,,46.5,52.5,49.88,1.144,1.164,1.148,,,,,,,,,,4L422022319204711,35046FB
2112,Not Applicable,23-03-2022,2156016WSTA1TL-MCB,4L422022319204711,Cap,,,,,,,,,,,,,,,,,,,12,16,14.03,12,4,2.32,1,4,0.65,1,3,0.75,1,3,0.98,1.4,1.8,1.62,,,,,,,,,,46.5,52.5,49.88,1.144,1.164,1.148,,,,,,,,,,4L422022319204711,35046FB
2113,Not Applicable,23-03-2022,2156016WSTA1TL-MCB,4L422022319204711,Cap,,,,,,,,,,,,,,,,,,,12,16,14.03,12,4,2.32,1,4,0.65,1,3,0.75,1,3,0.98,1.4,1.8,1.62,,,,,,,,,,46.5,52.5,49.88,1.144,1.164,1.148,,,,,,,,,,4L422022319204711,35046FB
2114,Not Applicable,23-03-2022,2156016WSTA1TL-MCB,4L422022319204711,Cap,,,,,,,,,,,,,,,,,,,12,16,14.03,12,4,2.32,1,4,0.65,1,3,0.75,1,3,0.98,1.4,1.8,1.62,,,,,,,,,,46.5,52.5,49.88,1.144,1.164,1.148,,,,,,,,,,4L422022319204711,35046FB
2115,Not Applicable,23-03-2022,2156016WSTA1TL-MCB,4L422022319204711,Cap,,,,,,,,,,,,,,,,,,,12,16,14.03,12,4,2.32,1,4,0.65,1,3,0.75,1,3,0.98,1.4,1.8,1.62,,,,,,,,,,46.5,52.5,49.88,1.144,1.164,1.148,,,,,,,,,,4L422022319204711,35046FB
2138,Not Applicable,24-03-2022,2156016WSTA1TL-MCB,4L422022321105850,Cap,,,,,,,,,,,,,,,,,,,12,16,14.3,12,4,2.35,1,4,0.66,1,3,0.75,1,3,0.99,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.73,1.144,1.164,1.15,,,,,,,,,,4L422022321105850,35046FB
2139,Not Applicable,24-03-2022,2156016WSTA1TL-MCB,4L422022321105850,Cap,,,,,,,,,,,,,,,,,,,12,16,14.3,12,4,2.35,1,4,0.66,1,3,0.75,1,3,0.99,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.73,1.144,1.164,1.15,,,,,,,,,,4L422022321105850,35046FB
2140,Not Applicable,24-03-2022,2156016WSTA1TL-MCB,4L422022321105850,Cap,,,,,,,,,,,,,,,,,,,12,16,14.3,12,4,2.35,1,4,0.66,1,3,0.75,1,3,0.99,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.73,1.144,1.164,1.15,,,,,,,,,,4L422022321105850,35046FB
2141,Not Applicable,24-03-2022,2156016WSTA1TL-MCB,4L422022321105850,Cap,,,,,,,,,,,,,,,,,,,12,16,14.3,12,4,2.35,1,4,0.66,1,3,0.75,1,3,0.99,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.73,1.144,1.164,1.15,,,,,,,,,,4L422022321105850,35046FB
2142,Not Applicable,24-03-2022,2156016WSTA1TL-MCB,4L422022321105850,Cap,,,,,,,,,,,,,,,,,,,12,16,14.3,12,4,2.35,1,4,0.66,1,3,0.75,1,3,0.99,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.73,1.144,1.164,1.15,,,,,,,,,,4L422022321105850,35046FB
2143,Not Applicable,24-03-2022,2156016WSTA1TL-MCB,4L422022321105850,Cap,,,,,,,,,,,,,,,,,,,12,16,14.3,12,4,2.35,1,4,0.66,1,3,0.75,1,3,0.99,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.73,1.144,1.164,1.15,,,,,,,,,,4L422022321105850,35046FB
2144,Control 1,25-03-2022,2156016WSTA1TL-MCB,4L422022321105850,Cap,,,,,,,,,,,,,,,,,,,12,16,14.3,12,4,2.35,1,4,0.66,1,3,0.75,1,3,0.99,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.73,1.144,1.164,1.15,,,,,,,,,,4L422022321105850,35046FB
2145,Control 1,25-03-2022,2156016WSTA1TL-MCB,4L422022321105850,Cap,,,,,,,,,,,,,,,,,,,12,16,14.3,12,4,2.35,1,4,0.66,1,3,0.75,1,3,0.99,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.73,1.144,1.164,1.15,,,,,,,,,,4L422022321105850,35046FB
2146,Control 1,25-03-2022,2156016WSTA1TL-MCB,4L422022321105850,Cap,,,,,,,,,,,,,,,,,,,12,16,14.3,12,4,2.35,1,4,0.66,1,3,0.75,1,3,0.99,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.73,1.144,1.164,1.15,,,,,,,,,,4L422022321105850,35046FB
2147,Control 1,25-03-2022,2156016WSTA1TL-MCB,4L422022321105850,Cap,,,,,,,,,,,,,,,,,,,12,16,14.3,12,4,2.35,1,4,0.66,1,3,0.75,1,3,0.99,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.73,1.144,1.164,1.15,,,,,,,,,,4L422022321105850,35046FB
2148,Control 1,25-03-2022,2156016WSTA1TL-MCB,4L422022321105850,Cap,,,,,,,,,,,,,,,,,,,12,16,14.3,12,4,2.35,1,4,0.66,1,3,0.75,1,3,0.99,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.73,1.144,1.164,1.15,,,,,,,,,,4L422022321105850,35046FB
2149,Control 1,25-03-2022,2156016WSTA1TL-MCB,4L422022321105850,Cap,,,,,,,,,,,,,,,,,,,12,16,14.3,12,4,2.35,1,4,0.66,1,3,0.75,1,3,0.99,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.73,1.144,1.164,1.15,,,,,,,,,,4L422022321105850,35046FB
2150,Not Applicable,24-03-2022,2156016WSTA1TL-MCB,4L422022321104754,Cap,,,,,,,,,,,,,,,,64,74,67,12,16,14.58,12,4,2.37,1,4,0.65,1,3,0.74,1,3,0.97,1.4,1.8,1.59,,,,,,,,,,46.5,52.5,49.25,1.144,1.164,1.152,,,,,,,,,,4L422022321104754,35046FB
2151,Not Applicable,24-03-2022,2156016WSTA1TL-MCB,4L422022321104754,Cap,,,,,,,,,,,,,,,,64,74,67,12,16,14.58,12,4,2.37,1,4,0.65,1,3,0.74,1,3,0.97,1.4,1.8,1.59,,,,,,,,,,46.5,52.5,49.25,1.144,1.164,1.152,,,,,,,,,,4L422022321104754,35046FB
2152,Not Applicable,24-03-2022,2156016WSTA1TL-MCB,4L422022321104754,Cap,,,,,,,,,,,,,,,,64,74,67,12,16,14.58,12,4,2.37,1,4,0.65,1,3,0.74,1,3,0.97,1.4,1.8,1.59,,,,,,,,,,46.5,52.5,49.25,1.144,1.164,1.152,,,,,,,,,,4L422022321104754,35046FB
2153,Not Applicable,24-03-2022,2156016WSTA1TL-MCB,4L422022321104754,Cap,,,,,,,,,,,,,,,,64,74,67,12,16,14.58,12,4,2.37,1,4,0.65,1,3,0.74,1,3,0.97,1.4,1.8,1.59,,,,,,,,,,46.5,52.5,49.25,1.144,1.164,1.152,,,,,,,,,,4L422022321104754,35046FB
2154,Control 1,25-03-2022,2156016WSTA1TL-MCB,4L422022321104754,Cap,,,,,,,,,,,,,,,,64,74,67,12,16,14.58,12,4,2.37,1,4,0.65,1,3,0.74,1,3,0.97,1.4,1.8,1.59,,,,,,,,,,46.5,52.5,49.25,1.144,1.164,1.152,,,,,,,,,,4L422022321104754,35046FB
2155,Control 1,25-03-2022,2156016WSTA1TL-MCB,4L422022321104754,Cap,,,,,,,,,,,,,,,,64,74,67,12,16,14.58,12,4,2.37,1,4,0.65,1,3,0.74,1,3,0.97,1.4,1.8,1.59,,,,,,,,,,46.5,52.5,49.25,1.144,1.164,1.152,,,,,,,,,,4L422022321104754,35046FB
2156,Control 1,25-03-2022,2156016WSTA1TL-MCB,4L422022321104754,Cap,,,,,,,,,,,,,,,,64,74,67,12,16,14.58,12,4,2.37,1,4,0.65,1,3,0.74,1,3,0.97,1.4,1.8,1.59,,,,,,,,,,46.5,52.5,49.25,1.144,1.164,1.152,,,,,,,,,,4L422022321104754,35046FB
2157,Control 1,25-03-2022,2156016WSTA1TL-MCB,4L422022321104754,Cap,,,,,,,,,,,,,,,,64,74,67,12,16,14.58,12,4,2.37,1,4,0.65,1,3,0.74,1,3,0.97,1.4,1.8,1.59,,,,,,,,,,46.5,52.5,49.25,1.144,1.164,1.152,,,,,,,,,,4L422022321104754,35046FB
2158,Not Applicable,24-03-2022,2156016WSTA1TL-MCB,4L4220223211100Z,Cap,,,,,,,,,,,,,,,,,,,12,16,14.54,12,4,2.37,1,4,0.65,1,3,0.74,1,3,0.98,1.4,1.8,1.61,,,,,,,,,,46.5,52.5,49.37,1.144,1.164,1.151,,,,,,,,,,4L4220223211100Z,35046FB
2159,Not Applicable,24-03-2022,2156016WSTA1TL-MCB,4L4220223211100Z,Cap,,,,,,,,,,,,,,,,,,,12,16,14.54,12,4,2.37,1,4,0.65,1,3,0.74,1,3,0.98,1.4,1.8,1.61,,,,,,,,,,46.5,52.5,49.37,1.144,1.164,1.151,,,,,,,,,,4L4220223211100Z,35046FB
2160,Not Applicable,24-03-2022,2156016WSTA1TL-MCB,4L4220223211100Z,Cap,,,,,,,,,,,,,,,,,,,12,16,14.54,12,4,2.37,1,4,0.65,1,3,0.74,1,3,0.98,1.4,1.8,1.61,,,,,,,,,,46.5,52.5,49.37,1.144,1.164,1.151,,,,,,,,,,4L4220223211100Z,35046FB
2161,Not Applicable,24-03-2022,2156016WSTA1TL-MCB,4L4220223211100Z,Cap,,,,,,,,,,,,,,,,,,,12,16,14.54,12,4,2.37,1,4,0.65,1,3,0.74,1,3,0.98,1.4,1.8,1.61,,,,,,,,,,46.5,52.5,49.37,1.144,1.164,1.151,,,,,,,,,,4L4220223211100Z,35046FB
2162,Control 1,25-03-2022,2156016WSTA1TL-MCB,4L4220223211100Z,Cap,,,,,,,,,,,,,,,,,,,12,16,14.54,12,4,2.37,1,4,0.65,1,3,0.74,1,3,0.98,1.4,1.8,1.61,,,,,,,,,,46.5,52.5,49.37,1.144,1.164,1.151,,,,,,,,,,4L4220223211100Z,35046FB
2163,Control 1,25-03-2022,2156016WSTA1TL-MCB,4L4220223211100Z,Cap,,,,,,,,,,,,,,,,,,,12,16,14.54,12,4,2.37,1,4,0.65,1,3,0.74,1,3,0.98,1.4,1.8,1.61,,,,,,,,,,46.5,52.5,49.37,1.144,1.164,1.151,,,,,,,,,,4L4220223211100Z,35046FB
2164,Control 1,25-03-2022,2156016WSTA1TL-MCB,4L4220223211100Z,Cap,,,,,,,,,,,,,,,,,,,12,16,14.54,12,4,2.37,1,4,0.65,1,3,0.74,1,3,0.98,1.4,1.8,1.61,,,,,,,,,,46.5,52.5,49.37,1.144,1.164,1.151,,,,,,,,,,4L4220223211100Z,35046FB
2165,Control 1,25-03-2022,2156016WSTA1TL-MCB,4L4220223211100Z,Cap,,,,,,,,,,,,,,,,,,,12,16,14.54,12,4,2.37,1,4,0.65,1,3,0.74,1,3,0.98,1.4,1.8,1.61,,,,,,,,,,46.5,52.5,49.37,1.144,1.164,1.151,,,,,,,,,,4L4220223211100Z,35046FB
2166,Not Applicable,24-03-2022,2156016WSTA1TL-MCB,4L4220223211100,Cap,,,,,,,,,,,,,,,,,,,12,16,14.06,12,4,2.31,1,4,0.66,1,3,0.75,1,3,0.98,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.67,1.144,1.164,1.153,,,,,,,,,,4L4220223211100,35046FB
2167,Not Applicable,24-03-2022,2156016WSTA1TL-MCB,4L4220223211100,Cap,,,,,,,,,,,,,,,,,,,12,16,14.06,12,4,2.31,1,4,0.66,1,3,0.75,1,3,0.98,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.67,1.144,1.164,1.153,,,,,,,,,,4L4220223211100,35046FB
2168,Not Applicable,24-03-2022,2156016WSTA1TL-MCB,4L4220223211100,Cap,,,,,,,,,,,,,,,,,,,12,16,14.06,12,4,2.31,1,4,0.66,1,3,0.75,1,3,0.98,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.67,1.144,1.164,1.153,,,,,,,,,,4L4220223211100,35046FB
2169,Not Applicable,24-03-2022,2156016WSTA1TL-MCB,4L4220223211100,Cap,,,,,,,,,,,,,,,,,,,12,16,14.06,12,4,2.31,1,4,0.66,1,3,0.75,1,3,0.98,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.67,1.144,1.164,1.153,,,,,,,,,,4L4220223211100,35046FB
2170,Control 1,25-03-2022,2156016WSTA1TL-MCB,4L4220223211100,Cap,,,,,,,,,,,,,,,,,,,12,16,14.06,12,4,2.31,1,4,0.66,1,3,0.75,1,3,0.98,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.67,1.144,1.164,1.153,,,,,,,,,,4L4220223211100,35046FB
2171,Control 1,25-03-2022,2156016WSTA1TL-MCB,4L4220223211100,Cap,,,,,,,,,,,,,,,,,,,12,16,14.06,12,4,2.31,1,4,0.66,1,3,0.75,1,3,0.98,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.67,1.144,1.164,1.153,,,,,,,,,,4L4220223211100,35046FB
2172,Control 1,25-03-2022,2156016WSTA1TL-MCB,4L4220223211100,Cap,,,,,,,,,,,,,,,,,,,12,16,14.06,12,4,2.31,1,4,0.66,1,3,0.75,1,3,0.98,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.67,1.144,1.164,1.153,,,,,,,,,,4L4220223211100,35046FB
2173,Control 1,25-03-2022,2156016WSTA1TL-MCB,4L4220223211100,Cap,,,,,,,,,,,,,,,,,,,12,16,14.06,12,4,2.31,1,4,0.66,1,3,0.75,1,3,0.98,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.67,1.144,1.164,1.153,,,,,,,,,,4L4220223211100,35046FB
2190,Not Applicable,24-03-2022,2156016WSTA1-VMSRC,4L42202231912200,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.52,8.5,,,,,,,,,,,,1.1,1.34,1.25,,,,,,,,,,,,,1.087,1.107,1.094,,,,,,,,,,4L42202231912200,A2236FB
2191,Not Applicable,24-03-2022,2156016WSTA1-VMSRC,4L42202231912200,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.52,8.5,,,,,,,,,,,,1.1,1.34,1.25,,,,,,,,,,,,,1.087,1.107,1.094,,,,,,,,,,4L42202231912200,A2236FB
2192,Not Applicable,24-03-2022,2156016WSTA1-VMSRC,4L42202231912200,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.52,8.5,,,,,,,,,,,,1.1,1.34,1.25,,,,,,,,,,,,,1.087,1.107,1.094,,,,,,,,,,4L42202231912200,A2236FB
2193,Not Applicable,24-03-2022,2156016WSTA1-VMSRC,4L42202231912200,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.52,8.5,,,,,,,,,,,,1.1,1.34,1.25,,,,,,,,,,,,,1.087,1.107,1.094,,,,,,,,,,4L42202231912200,A2236FB
2194,Not Applicable,24-03-2022,2156016WSTA1-VMSRC,4L42202231912200,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.52,8.5,,,,,,,,,,,,1.1,1.34,1.25,,,,,,,,,,,,,1.087,1.107,1.094,,,,,,,,,,4L42202231912200,A2236FB
2195,Control 1,25-03-2022,2156016WSTA1-VMSRC,4L42202231912200,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.52,8.5,,,,,,,,,,,,1.1,1.34,1.25,,,,,,,,,,,,,1.087,1.107,1.094,,,,,,,,,,4L42202231912200,A2236FB
2196,Control 1,25-03-2022,2156016WSTA1-VMSRC,4L42202231912200,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.52,8.5,,,,,,,,,,,,1.1,1.34,1.25,,,,,,,,,,,,,1.087,1.107,1.094,,,,,,,,,,4L42202231912200,A2236FB
2197,Control 1,25-03-2022,2156016WSTA1-VMSRC,4L42202231912200,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.52,8.5,,,,,,,,,,,,1.1,1.34,1.25,,,,,,,,,,,,,1.087,1.107,1.094,,,,,,,,,,4L42202231912200,A2236FB
2198,Control 1,25-03-2022,2156016WSTA1-VMSRC,4L42202231912200,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.52,8.5,,,,,,,,,,,,1.1,1.34,1.25,,,,,,,,,,,,,1.087,1.107,1.094,,,,,,,,,,4L42202231912200,A2236FB
2199,Control 1,25-03-2022,2156016WSTA1-VMSRC,4L42202231912200,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.52,8.5,,,,,,,,,,,,1.1,1.34,1.25,,,,,,,,,,,,,1.087,1.107,1.094,,,,,,,,,,4L42202231912200,A2236FB
2200,Control 1,26-03-2022,2156016WSTA1-VMSRC,4L42202231912200,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.52,8.5,,,,,,,,,,,,1.1,1.34,1.25,,,,,,,,,,,,,1.087,1.107,1.094,,,,,,,,,,4L42202231912200,A2236FB
2201,Control 1,26-03-2022,2156016WSTA1-VMSRC,4L42202231912200,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.52,8.5,,,,,,,,,,,,1.1,1.34,1.25,,,,,,,,,,,,,1.087,1.107,1.094,,,,,,,,,,4L42202231912200,A2236FB
2202,Control 1,26-03-2022,2156016WSTA1-VMSRC,4L42202231912200,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.52,8.5,,,,,,,,,,,,1.1,1.34,1.25,,,,,,,,,,,,,1.087,1.107,1.094,,,,,,,,,,4L42202231912200,A2236FB
2203,Control 1,26-03-2022,2156016WSTA1-VMSRC,4L42202231912200,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.52,8.5,,,,,,,,,,,,1.1,1.34,1.25,,,,,,,,,,,,,1.087,1.107,1.094,,,,,,,,,,4L42202231912200,A2236FB
2204,Control 1,26-03-2022,2156016WSTA1-VMSRC,4L42202231912200,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.52,8.5,,,,,,,,,,,,1.1,1.34,1.25,,,,,,,,,,,,,1.087,1.107,1.094,,,,,,,,,,4L42202231912200,A2236FB
2205,Not Applicable,24-03-2022,2156016WSTA1-VMSRC,4L422022321195637,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.33,8.5,,,,,,,,,,,,1.1,1.34,1.21,,,,,,,44,54,48.6,,,,1.087,1.107,1.101,14.5,18.5,16.55,10,14,12.01,,,,4L422022321195637,A2236FB
2206,Not Applicable,24-03-2022,2156016WSTA1-VMSRC,4L422022321195637,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.33,8.5,,,,,,,,,,,,1.1,1.34,1.21,,,,,,,44,54,48.6,,,,1.087,1.107,1.101,14.5,18.5,16.55,10,14,12.01,,,,4L422022321195637,A2236FB
2207,Not Applicable,24-03-2022,2156016WSTA1-VMSRC,4L422022321195637,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.33,8.5,,,,,,,,,,,,1.1,1.34,1.21,,,,,,,44,54,48.6,,,,1.087,1.107,1.101,14.5,18.5,16.55,10,14,12.01,,,,4L422022321195637,A2236FB
2208,Not Applicable,24-03-2022,2156016WSTA1-VMSRC,4L422022321195637,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.33,8.5,,,,,,,,,,,,1.1,1.34,1.21,,,,,,,44,54,48.6,,,,1.087,1.107,1.101,14.5,18.5,16.55,10,14,12.01,,,,4L422022321195637,A2236FB
2209,Control 1,25-03-2022,2156016WSTA1-VMSRC,4L422022321195637,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.33,8.5,,,,,,,,,,,,1.1,1.34,1.21,,,,,,,44,54,48.6,,,,1.087,1.107,1.101,14.5,18.5,16.55,10,14,12.01,,,,4L422022321195637,A2236FB
2210,Control 1,25-03-2022,2156016WSTA1-VMSRC,4L422022321195637,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.33,8.5,,,,,,,,,,,,1.1,1.34,1.21,,,,,,,44,54,48.6,,,,1.087,1.107,1.101,14.5,18.5,16.55,10,14,12.01,,,,4L422022321195637,A2236FB
