timeperiod,gt_date,Material,SubLotItemId,ComponentName,P100MOD_Lower_Spec,P100MOD_Upper_Spec,P100MOD_Actual,P10MOD_Lower_Spec,P10MOD_Upper_Spec,P10MOD_Actual,P300MOD_Lower_Spec,P300MOD_Upper_Spec,P300MOD_Actual,PDISP30X_Lower_Spec,PDISP30X_Upper_Spec,PDISP30X_Actual,PEB_Lower_Spec,PEB_Upper_Spec,PEB_Actual,PHARD_Lower_Spec,PHARD_Upper_Spec,PHARD_Actual,PMDRMH_Lower_Spec,PMDRMH_Upper_Spec,PMDRMH_Actual,PMDRML_Lower_Spec,PMDRML_Upper_Spec,PMDRML_Actual,PMDRT10_Lower_Spec,PMDRT10_Upper_Spec,PMDRT10_Actual,PMDRT2_Lower_Spec,PMDRT2_Upper_Spec,PMDRT2_Actual,PMDRT50_Lower_Spec,PMDRT50_Upper_Spec,PMDRT50_Actual,PMDRT90_Lower_Spec,PMDRT90_Upper_Spec,PMDRT90_Actual,PMIV_Lower_Spec,PMIV_Upper_Spec,PMIV_Actual,PML4_Lower_Spec,PML4_Upper_Spec,PML4_Actual,PMV_Lower_Spec,PMV_Upper_Spec,PMV_Actual,PRBRESIL_Lower_Spec,PRBRESIL_Upper_Spec,PRBRESIL_Actual,PSPGR_Lower_Spec,PSPGR_Upper_Spec,PSPGR_Actual,PT35_Lower_Spec,PT35_Upper_Spec,PT35_Actual,PT5_Lower_Spec,PT5_Upper_Spec,PT5_Actual,PTENSTG_Lower_Spec,PTENSTG_Upper_Spec,PTENSTG_Actual
Control 2,22-04-2022,2156016WSTA1TL-MCB,4L42202242194259,Cap,,,,,,,,,,,,,,,,,,,12,16,15.35,12,4,2.58,1,4,0.65,1,3,0.73,1,3,0.99,1.4,1.8,1.66,,,,,,,,,,46.5,52.5,49.61,1.144,1.164,1.149,,,,,,,,,
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L42202241944218,Cap,,,,,,,,,,,,,,,,56,66,61,10,14,12.58,10,3,2.21,1,3,0.39,1,3,0.45,1,3,0.57,0.66,0.9,0.78,,,,,,,,,,,,,,,,,,,,,,,,
Control 2,22-04-2022,2156016WSTA1TL-MCB,4L42202241944218,Cap,,,,,,,,,,,,,,,,56,66,61,10,14,12.58,10,3,2.21,1,3,0.39,1,3,0.45,1,3,0.57,0.66,0.9,0.78,,,,,,,,,,,,,,,,,,,,,,,,
Control 2,23-04-2022,2156016WSTA1TL-MCB,4L42202241944218,Cap,,,,,,,,,,,,,,,,56,66,61,10,14,12.58,10,3,2.21,1,3,0.39,1,3,0.45,1,3,0.57,0.66,0.9,0.78,,,,,,,,,,,,,,,,,,,,,,,,
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L42202241861835,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.73,8.5,,,,,,,,,,,,1.1,1.34,1.23,,,,,,,,,,,,,1.087,1.107,1.093,,,,,,,,,
Control 2,22-04-2022,2156016WSTA1TL-MCB,4L42202241861835,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.73,8.5,,,,,,,,,,,,1.1,1.34,1.23,,,,,,,,,,,,,1.087,1.107,1.093,,,,,,,,,
Control 2,23-04-2022,2156016WSTA1TL-MCB,4L42202241861835,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.73,8.5,,,,,,,,,,,,1.1,1.34,1.23,,,,,,,,,,,,,1.087,1.107,1.093,,,,,,,,,
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L42202242191219,Cap,,,,,,,,,,,,,,,,64,74,68,12,16,15.32,12,4,2.51,1,4,0.65,1,3,0.73,1,3,0.98,1.4,1.8,1.6,1,3,66.8,,,,48,58,52.7,46.5,52.5,49.52,1.144,1.164,1.151,13.5,18.5,15.76,10.5,14.5,12.4,,,
Control 2,22-04-2022,2156016WSTA1TL-MCB,4L42202242191219,Cap,,,,,,,,,,,,,,,,64,74,68,12,16,15.32,12,4,2.51,1,4,0.65,1,3,0.73,1,3,0.98,1.4,1.8,1.6,1,3,66.8,,,,48,58,52.7,46.5,52.5,49.52,1.144,1.164,1.151,13.5,18.5,15.76,10.5,14.5,12.4,,,
Control 2,23-04-2022,2156016WSTA1TL-MCB,4L42202242191219,Cap,,,,,,,,,,,,,,,,64,74,68,12,16,15.32,12,4,2.51,1,4,0.65,1,3,0.73,1,3,0.98,1.4,1.8,1.6,1,3,66.8,,,,48,58,52.7,46.5,52.5,49.52,1.144,1.164,1.151,13.5,18.5,15.76,10.5,14.5,12.4,,,
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L4220224219554,Cap,,,,,,,,,,,,,,,,,,,12,16,15.56,12,4,2.56,1,4,0.65,1,3,0.72,1,3,0.98,1.4,1.8,1.59,1,3,67.5,,,,48,58,53.4,46.5,52.5,49.43,1.144,1.164,1.149,13.5,18.5,15.79,10.5,14.5,12.52,,,
Control 2,22-04-2022,2156016WSTA1TL-MCB,4L4220224219554,Cap,,,,,,,,,,,,,,,,,,,12,16,15.56,12,4,2.56,1,4,0.65,1,3,0.72,1,3,0.98,1.4,1.8,1.59,1,3,67.5,,,,48,58,53.4,46.5,52.5,49.43,1.144,1.164,1.149,13.5,18.5,15.79,10.5,14.5,12.52,,,
Control 2,23-04-2022,2156016WSTA1TL-MCB,4L4220224219554,Cap,,,,,,,,,,,,,,,,,,,12,16,15.56,12,4,2.56,1,4,0.65,1,3,0.72,1,3,0.98,1.4,1.8,1.59,1,3,67.5,,,,48,58,53.4,46.5,52.5,49.43,1.144,1.164,1.149,13.5,18.5,15.79,10.5,14.5,12.52,,,
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L42202242014052,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.31,12.5,,,,,,,,,,,,0.67,0.93,0.82,,,,,,,,,,66.5,72.5,69,,,,,,,,,,,,
Control 2,22-04-2022,2156016WSTA1TL-MCB,4L42202242014052,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.31,12.5,,,,,,,,,,,,0.67,0.93,0.82,,,,,,,,,,66.5,72.5,69,,,,,,,,,,,,
Control 2,23-04-2022,2156016WSTA1TL-MCB,4L42202242014052,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.31,12.5,,,,,,,,,,,,0.67,0.93,0.82,,,,,,,,,,66.5,72.5,69,,,,,,,,,,,,
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L42202242193119,Cap,,,,,,,,,,,,,,,,,,,12,16,15.56,12,4,2.56,1,4,0.65,1,3,0.72,1,3,0.97,1.4,1.8,1.57,,,,,,,,,,46.5,52.5,49.67,1.144,1.164,1.148,,,,,,,,,
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L42202242192438,Cap,,,,,,,,,,,,,,,,,,,12,16,15.68,12,4,2.54,1,4,0.64,1,3,0.71,1,3,0.95,1.4,1.8,1.55,1,3,67.7,,,,48,58,53.3,46.5,52.5,49.76,1.144,1.164,1.15,13.5,18.5,15.63,10.5,14.5,12.52,,,
Control 2,22-04-2022,2156016WSTA1TL-MCB,4L42202242192438,Cap,,,,,,,,,,,,,,,,,,,12,16,15.68,12,4,2.54,1,4,0.64,1,3,0.71,1,3,0.95,1.4,1.8,1.55,1,3,67.7,,,,48,58,53.3,46.5,52.5,49.76,1.144,1.164,1.15,13.5,18.5,15.63,10.5,14.5,12.52,,,
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L42202242020617,Cap,,,,,,,,,,,,,,,,,,,12,16,15.92,12,4,2.6,1,4,0.65,1,3,0.72,1,3,0.98,1.4,1.8,1.61,,,,,,,,,,46.5,52.5,49.7,1.144,1.164,1.149,,,,,,,,,
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L42202241833634,Cap,,,,,,,,,,,,,,,,,,,10,14,12.85,10,3,2.15,1,3,0.37,1,3,0.43,1,3,0.55,0.66,0.9,0.75,,,,,,,,,,,,,,,,,,,,,,,,
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L422022420135930,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.35,12.5,,,,,,,,,,,,0.67,0.93,0.81,,,,,,,,,,66.5,72.5,69.57,1.086,1.106,1.093,,,,,,,,,
Control 2,22-04-2022,2156016WSTA1TL-MCB,4L422022420135930,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.35,12.5,,,,,,,,,,,,0.67,0.93,0.81,,,,,,,,,,66.5,72.5,69.57,1.086,1.106,1.093,,,,,,,,,
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L42202241861726,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.42,8.5,,,,,,,,,,,,1.1,1.34,1.26,,,,,,,,,,,,,1.087,1.107,1.087,,,,,,,,,
Control 2,22-04-2022,2156016WSTA1TL-MCB,4L42202241861726,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.42,8.5,,,,,,,,,,,,1.1,1.34,1.26,,,,,,,,,,,,,1.087,1.107,1.087,,,,,,,,,
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L4220224219170,Cap,,,,,,,,,,,,,,,,64,74,69,12,16,15.2,12,4,2.47,1,4,0.65,1,3,0.73,1,3,0.97,1.4,1.8,1.6,1,3,66.8,,,,48,58,53.1,46.5,52.5,49.88,1.144,1.164,1.149,13.5,18.5,15.84,10.5,14.5,12.47,,,
Control 2,22-04-2022,2156016WSTA1TL-MCB,4L4220224219170,Cap,,,,,,,,,,,,,,,,64,74,69,12,16,15.2,12,4,2.47,1,4,0.65,1,3,0.73,1,3,0.97,1.4,1.8,1.6,1,3,66.8,,,,48,58,53.1,46.5,52.5,49.88,1.144,1.164,1.149,13.5,18.5,15.84,10.5,14.5,12.47,,,
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L42202242020172,Cap,,,,,,,,,,,,,,,,,,,12,16,14.85,12,4,2.51,1,4,0.66,1,3,0.75,1,3,1,1.4,1.8,1.65,,,,,,,,,,46.5,52.5,49.61,1.144,1.164,1.149,,,,,,,,,
Control 2,22-04-2022,2156016WSTA1TL-MCB,4L42202242020172,Cap,,,,,,,,,,,,,,,,,,,12,16,14.85,12,4,2.51,1,4,0.66,1,3,0.75,1,3,1,1.4,1.8,1.65,,,,,,,,,,46.5,52.5,49.61,1.144,1.164,1.149,,,,,,,,,
Control 2,22-04-2022,2156016WSTA1TL-MCB,4L4220224219109,Cap,,,,,,,,,,,,,,,,,,,12,16,15.13,12,4,2.53,1,4,0.65,1,3,0.74,1,3,0.99,1.4,1.8,1.61,,,,,,,,,,46.5,52.5,49.28,1.144,1.164,1.148,,,,,,,,,
Control 2,22-04-2022,2156016WSTA1TL-MCB,4L4220224219328,Cap,,,,,,,,,,,,,,,,64,74,69,12,16,15.62,12,4,2.6,1,4,0.65,1,3,0.72,1,3,0.97,1.4,1.8,1.6,,,,,,,,,,46.5,52.5,49.52,1.144,1.164,1.15,,,,,,,,,
Control 2,22-04-2022,2156016WSTA1TL-MCB,4L42202242193433,Cap,,,,,,,,,,,,,,,,,,,12,16,15.63,12,4,2.54,1,4,0.65,1,3,0.73,1,3,0.98,1.4,1.8,1.6,,,,,,,,,,46.5,52.5,49.64,1.144,1.164,1.148,,,,,,,,,
Control 2,23-04-2022,2156016WSTA1TL-MCB,4L42202242193433,Cap,,,,,,,,,,,,,,,,,,,12,16,15.63,12,4,2.54,1,4,0.65,1,3,0.73,1,3,0.98,1.4,1.8,1.6,,,,,,,,,,46.5,52.5,49.64,1.144,1.164,1.148,,,,,,,,,
Control 2,22-04-2022,2156016WSTA1TL-MCB,4L42202242193319,Cap,,,,,,,,,,,,,,,,,,,12,16,15.48,12,4,2.55,1,4,0.66,1,3,0.74,1,3,0.99,1.4,1.8,1.64,,,,,,,,,,46.5,52.5,49.73,1.144,1.164,1.147,,,,,,,,,
Control 2,23-04-2022,2156016WSTA1TL-MCB,4L42202242261113,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.92,8.5,,,,,,,,,,,,1.1,1.34,1.17,,,,,,,,,,,,,1.087,1.107,1.094,,,,,,,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L42202242261113,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.92,8.5,,,,,,,,,,,,1.1,1.34,1.17,,,,,,,,,,,,,1.087,1.107,1.094,,,,,,,,,
Control 2,23-04-2022,2156016WSTA1TL-MCB,4L42202242245745,Cap,,,,,,,,,,,,,,,,,,,12,16,15.05,12,4,2.49,1,4,0.66,1,3,0.75,1,3,0.99,1.4,1.8,1.61,,,,,,,,,,46.5,52.5,49.7,1.144,1.164,1.147,,,,,,,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L42202242245745,Cap,,,,,,,,,,,,,,,,,,,12,16,15.05,12,4,2.49,1,4,0.66,1,3,0.75,1,3,0.99,1.4,1.8,1.61,,,,,,,,,,46.5,52.5,49.7,1.144,1.164,1.147,,,,,,,,,
Control 2,23-04-2022,2156016WSTA1TL-MCB,4L42202242245316,Cap,,,,,,,,,,,,,,,,,,,12,16,15.18,12,4,2.53,1,4,0.66,1,3,0.74,1,3,0.99,1.4,1.8,1.62,,,,,,,,,,46.5,52.5,49.76,1.144,1.164,1.15,,,,,,,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L42202242245316,Cap,,,,,,,,,,,,,,,,,,,12,16,15.18,12,4,2.53,1,4,0.66,1,3,0.74,1,3,0.99,1.4,1.8,1.62,,,,,,,,,,46.5,52.5,49.76,1.144,1.164,1.15,,,,,,,,,
Control 2,23-04-2022,2156016WSTA1TL-MCB,4L42202242245111,Cap,,,,,,,,,,,,,,,,,,,12,16,15,12,4,2.49,1,4,0.67,1,3,0.75,1,3,1,1.4,1.8,1.65,,,,,,,,,,46.5,52.5,49.7,1.144,1.164,1.15,,,,,,,,,
Control 2,23-04-2022,2156016WSTA1TL-MCB,4L42202242253038,Cap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5,52.5,49.67,1.144,1.164,1.149,,,,,,,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L42202242253038,Cap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5,52.5,49.67,1.144,1.164,1.149,,,,,,,,,
Control 2,23-04-2022,2156016WSTA1TL-MCB,4L4220224225822,Cap,,,,,,,,,,,,,,,,,,,12,16,15.51,12,4,2.6,1,4,0.66,1,3,0.73,1,3,0.98,1.4,1.8,1.58,,,,,,,,,,46.5,52.5,49.61,1.144,1.164,1.148,,,,,,,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L4220224225822,Cap,,,,,,,,,,,,,,,,,,,12,16,15.51,12,4,2.6,1,4,0.66,1,3,0.73,1,3,0.98,1.4,1.8,1.58,,,,,,,,,,46.5,52.5,49.61,1.144,1.164,1.148,,,,,,,,,
Control 2,23-04-2022,2156016WSTA1TL-MCB,4L422022421203756,Cap,,,,,,,,,,,,,,,,,,,10,14,12.93,10,3,2.26,1,3,0.39,1,3,0.45,1,3,0.58,0.66,0.9,0.8,,,,,,,,,,,,,,,,,,,,,,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L422022421203756,Cap,,,,,,,,,,,,,,,,,,,10,14,12.93,10,3,2.26,1,3,0.39,1,3,0.45,1,3,0.58,0.66,0.9,0.8,,,,,,,,,,,,,,,,,,,,,,,,
Control 2,23-04-2022,2156016WSTA1TL-MCB,4L42202241821128,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,14.75,12.5,,,,,,,,,,,,0.67,0.93,0.81,,,,,,,,,,66.5,72.5,69.67,,,,,,,,,,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L42202241821128,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,14.75,12.5,,,,,,,,,,,,0.67,0.93,0.81,,,,,,,,,,66.5,72.5,69.67,,,,,,,,,,,,
Control 2,23-04-2022,2156016WSTA1TL-MCB,4L422022419102446,Cap,,,,,,,,,,,,,,,,58,64,63,10.9,14.1,13.97,10.9,3,2.73,1,3,0.51,1,3,0.65,1,3,0.9,1.22,1.58,1.43,,,,,,,,,,,,,,,1.128,,,,,,,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L422022419102446,Cap,,,,,,,,,,,,,,,,58,64,63,10.9,14.1,13.97,10.9,3,2.73,1,3,0.51,1,3,0.65,1,3,0.9,1.22,1.58,1.43,,,,,,,,,,,,,,,1.128,,,,,,,,,
Control 2,23-04-2022,2156016WSTA1TL-MCB,4L42202242251119,Cap,,,,,,,,,,,,,,,,,,,12,16,15.28,12,4,2.44,1,4,0.64,1,3,0.72,1,3,0.96,1.4,1.8,1.55,1,3,68,,,,48,58,52.9,46.5,52.5,49.49,1.144,1.164,1.156,13.5,18.5,16.14,10.5,14.5,12.73,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L42202242251119,Cap,,,,,,,,,,,,,,,,,,,12,16,15.28,12,4,2.44,1,4,0.64,1,3,0.72,1,3,0.96,1.4,1.8,1.55,1,3,68,,,,48,58,52.9,46.5,52.5,49.49,1.144,1.164,1.156,13.5,18.5,16.14,10.5,14.5,12.73,,,
Control 2,23-04-2022,2156016WSTA1TL-MCB,4L42202242245536,Cap,,,,,,,,,,,,,,,,,,,12,16,15.58,12,4,2.53,1,4,0.65,1,3,0.73,1,3,0.98,1.4,1.8,1.6,1,3,65.9,,,,48,58,52.1,46.5,52.5,49.64,1.144,1.164,1.148,13.5,18.5,16.12,10.5,14.5,12.73,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L42202242245536,Cap,,,,,,,,,,,,,,,,,,,12,16,15.58,12,4,2.53,1,4,0.65,1,3,0.73,1,3,0.98,1.4,1.8,1.6,1,3,65.9,,,,48,58,52.1,46.5,52.5,49.64,1.144,1.164,1.148,13.5,18.5,16.12,10.5,14.5,12.73,,,
Control 2,23-04-2022,2156016WSTA1TL-MCB,4L4220224225210,Cap,,,,,,,,,,,,,,,,,,,12,16,15.04,12,4,2.56,1,4,0.67,1,3,0.75,1,3,1,1.4,1.8,1.64,,,,,,,,,,46.5,52.5,49.67,1.144,1.164,1.15,,,,,,,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L4220224225210,Cap,,,,,,,,,,,,,,,,,,,12,16,15.04,12,4,2.56,1,4,0.67,1,3,0.75,1,3,1,1.4,1.8,1.64,,,,,,,,,,46.5,52.5,49.67,1.144,1.164,1.15,,,,,,,,,
Control 2,23-04-2022,2156016WSTA1TL-MCB,4L42202242253147,Cap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5,52.5,49.61,1.144,1.164,1.151,,,,,,,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L42202242253147,Cap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5,52.5,49.61,1.144,1.164,1.151,,,,,,,,,
Control 2,23-04-2022,2156016WSTA1TL-MCB,4L422022418211751,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,14.83,12.5,,,,,,,,,,,,0.67,0.93,0.83,,,,,,,,,,66.5,72.5,69.67,,,,,,,,,,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L422022418211751,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,14.83,12.5,,,,,,,,,,,,0.67,0.93,0.83,,,,,,,,,,66.5,72.5,69.67,,,,,,,,,,,,
Control 2,23-04-2022,2156016WSTA1TL-MCB,4L422022418211630,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,14.82,12.5,,,,,,,,,,,,0.67,0.93,0.82,,,,,,,,,,66.5,72.5,69.6,,,,,,,,,,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L422022418211630,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,14.82,12.5,,,,,,,,,,,,0.67,0.93,0.82,,,,,,,,,,66.5,72.5,69.6,,,,,,,,,,,,
Control 2,23-04-2022,2156016WSTA1TL-MCB,4L42202242245949,Cap,,,,,,,,,,,,,,,,,,,12,16,14.79,12,4,2.53,1,4,0.67,1,3,0.76,1,3,1.02,1.4,1.8,1.69,,,,,,,,,,46.5,52.5,49.73,1.144,1.164,1.15,,,,,,,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L42202242245949,Cap,,,,,,,,,,,,,,,,,,,12,16,14.79,12,4,2.53,1,4,0.67,1,3,0.76,1,3,1.02,1.4,1.8,1.69,,,,,,,,,,46.5,52.5,49.73,1.144,1.164,1.15,,,,,,,,,
Control 2,23-04-2022,2156016WSTA1TL-MCB,4L4220224225932,Cap,,,,,,,,,,,,,,,,,,,12,16,15.45,12,4,2.58,1,4,0.66,1,3,0.73,1,3,0.97,1.4,1.8,1.59,,,,,,,,,,46.5,52.5,49.46,1.144,1.164,1.152,,,,,,,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L4220224225932,Cap,,,,,,,,,,,,,,,,,,,12,16,15.45,12,4,2.58,1,4,0.66,1,3,0.73,1,3,0.97,1.4,1.8,1.59,,,,,,,,,,46.5,52.5,49.46,1.144,1.164,1.152,,,,,,,,,
Control 2,23-04-2022,2156016WSTA1TL-MCB,4L42202242120294,Cap,,,,,,,,,,,,,,,,,,,10,14,12.76,10,3,2.2,1,3,0.39,1,3,0.45,1,3,0.57,0.66,0.9,0.8,,,,,,,,,,,,,,,,,,,,,,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L42202242120294,Cap,,,,,,,,,,,,,,,,,,,10,14,12.76,10,3,2.2,1,3,0.39,1,3,0.45,1,3,0.57,0.66,0.9,0.8,,,,,,,,,,,,,,,,,,,,,,,,
Control 2,23-04-2022,2156016WSTA1TL-MCB,4L42202242261335,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.67,8.5,,,,,,,,,,,,1.1,1.34,1.17,,,,,,,,,,,,,1.087,1.107,1.096,,,,,,,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L42202242261335,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.67,8.5,,,,,,,,,,,,1.1,1.34,1.17,,,,,,,,,,,,,1.087,1.107,1.096,,,,,,,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L422022421212456,Cap,,,,,,,,,,,,,,,,,,,10,14,12.77,10,3,2.17,1,3,0.39,1,3,0.45,1,3,0.57,0.66,0.9,0.78,,,,,,,,,,,,,,,,,,,,,,,,
Test 2,25-04-2022,2156016WSTA1TL-MCB,4L422022421212456,Cap,,,,,,,,,,,,,,,,,,,10,14,12.77,10,3,2.17,1,3,0.39,1,3,0.45,1,3,0.57,0.66,0.9,0.78,,,,,,,,,,,,,,,,,,,,,,,,
Test 2,26-04-2022,2156016WSTA1TL-MCB,4L422022421212456,Cap,,,,,,,,,,,,,,,,,,,10,14,12.77,10,3,2.17,1,3,0.39,1,3,0.45,1,3,0.57,0.66,0.9,0.78,,,,,,,,,,,,,,,,,,,,,,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L422022421181123,Cap,,,,,,,,,,,,9.68,,,,59,65,62,12.5,15.5,15.44,12.5,,,,,,,,,,,,0.67,0.93,0.8,,,,,,,,,,66.5,72.5,69.43,,,,,,,,,,,,
Test 2,25-04-2022,2156016WSTA1TL-MCB,4L422022421181123,Cap,,,,,,,,,,,,9.68,,,,59,65,62,12.5,15.5,15.44,12.5,,,,,,,,,,,,0.67,0.93,0.8,,,,,,,,,,66.5,72.5,69.43,,,,,,,,,,,,
Test 2,26-04-2022,2156016WSTA1TL-MCB,4L422022421181123,Cap,,,,,,,,,,,,9.68,,,,59,65,62,12.5,15.5,15.44,12.5,,,,,,,,,,,,0.67,0.93,0.8,,,,,,,,,,66.5,72.5,69.43,,,,,,,,,,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L422022420134940,Cap,,,,,,,,,,,,,,,,,,,10.9,14.1,13.29,10.9,3,2.51,1,3,0.52,1,3,0.67,1,3,0.9,1.22,1.58,1.43,,,,,,,,,,,,,,,1.129,,,,,,,,,
Test 2,25-04-2022,2156016WSTA1TL-MCB,4L422022420134940,Cap,,,,,,,,,,,,,,,,,,,10.9,14.1,13.29,10.9,3,2.51,1,3,0.52,1,3,0.67,1,3,0.9,1.22,1.58,1.43,,,,,,,,,,,,,,,1.129,,,,,,,,,
Test 2,26-04-2022,2156016WSTA1TL-MCB,4L422022420134940,Cap,,,,,,,,,,,,,,,,,,,10.9,14.1,13.29,10.9,3,2.51,1,3,0.52,1,3,0.67,1,3,0.9,1.22,1.58,1.43,,,,,,,,,,,,,,,1.129,,,,,,,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L42202242372332,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,11.13,8.5,,,,,,,,,,,,1.1,1.34,1.24,,,,,,,,,,,,,1.087,1.107,1.104,,,,,,,,,
Test 2,25-04-2022,2156016WSTA1TL-MCB,4L42202242372332,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,11.13,8.5,,,,,,,,,,,,1.1,1.34,1.24,,,,,,,,,,,,,1.087,1.107,1.104,,,,,,,,,
Test 2,26-04-2022,2156016WSTA1TL-MCB,4L42202242372332,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,11.13,8.5,,,,,,,,,,,,1.1,1.34,1.24,,,,,,,,,,,,,1.087,1.107,1.104,,,,,,,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L422022423132450,Cap,,,,,,,,,,,,,,,,,,,12,16,14.63,12,4,2.33,1,4,0.66,1,3,0.75,1,3,0.99,1.4,1.8,1.62,,,,,,,,,,46.5,52.5,49.55,1.144,1.164,1.148,,,,,,,,,
Test 2,25-04-2022,2156016WSTA1TL-MCB,4L422022423132450,Cap,,,,,,,,,,,,,,,,,,,12,16,14.63,12,4,2.33,1,4,0.66,1,3,0.75,1,3,0.99,1.4,1.8,1.62,,,,,,,,,,46.5,52.5,49.55,1.144,1.164,1.148,,,,,,,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L42202242313215,Cap,,,,,,,,,,,,,,,,,,,12,16,14.84,12,4,2.33,1,4,0.65,1,3,0.73,1,3,0.97,1.4,1.8,1.59,1,3,69.3,,,,48,58,52.2,46.5,52.5,49.82,1.144,1.164,1.147,13.5,18.5,16.36,10.5,14.5,13,,,
Test 2,25-04-2022,2156016WSTA1TL-MCB,4L42202242313215,Cap,,,,,,,,,,,,,,,,,,,12,16,14.84,12,4,2.33,1,4,0.65,1,3,0.73,1,3,0.97,1.4,1.8,1.59,1,3,69.3,,,,48,58,52.2,46.5,52.5,49.82,1.144,1.164,1.147,13.5,18.5,16.36,10.5,14.5,13,,,
Test 2,26-04-2022,2156016WSTA1TL-MCB,4L42202242313215,Cap,,,,,,,,,,,,,,,,,,,12,16,14.84,12,4,2.33,1,4,0.65,1,3,0.73,1,3,0.97,1.4,1.8,1.59,1,3,69.3,,,,48,58,52.2,46.5,52.5,49.82,1.144,1.164,1.147,13.5,18.5,16.36,10.5,14.5,13,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L42202242344850,Cap,,,,,,,,,,,,,,,,,,,12,16,14.91,12,4,2.52,1,4,0.65,1,3,0.73,1,3,0.97,1.4,1.8,1.58,1,3,60.6,,,,48,58,51,46.5,52.5,49.94,1.144,1.164,1.15,13.5,18.5,16.22,10.5,14.5,12.65,,,
Test 2,25-04-2022,2156016WSTA1TL-MCB,4L42202242344850,Cap,,,,,,,,,,,,,,,,,,,12,16,14.91,12,4,2.52,1,4,0.65,1,3,0.73,1,3,0.97,1.4,1.8,1.58,1,3,60.6,,,,48,58,51,46.5,52.5,49.94,1.144,1.164,1.15,13.5,18.5,16.22,10.5,14.5,12.65,,,
